user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
InvestmentGuruIndia,India,"our ambition is to create universal platform 4 investors whereby they get access to news,views & research related to global & local markets all under 1 umbrella",3/4/2015 7:39,15635,35,2,FALSE,25/7/2020 12:25,"Covid to shrink power sector growth, take discoms back to pre-UDAY era

https://t.co/DP5zpNLuUV

#Industry… https://t.co/3ZiFoPdWU8",['Industry'],Twitter Web App,FALSE
St. Jude India ChildCare Centres,India,A home away from home for underprivileged families during their child's cancer treatment. Our hygienic & cost-free accommodation is at 38 centres in 9 cities,29/2/2012 12:21,635,371,772,FALSE,25/7/2020 12:25,"#SaturdayVibes: The current situation calls for more awareness and less stress. To facilitate that, families at our… https://t.co/1Qwd523BZp",['SaturdayVibes'],Twitter Web App,FALSE
IMF,"Washington, DC",Breaking news and alerts from the International Monetary Fund.,18/3/2009 16:13,1695520,444,182,TRUE,25/7/2020 12:25,What economic measures are governments taking to respond to #COVID19? Key actions taken by 193 countries are listed… https://t.co/5FXaZWFaLW,['COVID19'],Hootsuite Inc.,FALSE
Oxfam International,,Oxfam is a world-wide development organization that mobilizes the power of people against poverty. See also: https://t.co/D8VfP9Jvuw,31/12/2007 18:27,843670,1172,23652,TRUE,25/7/2020 12:25,"“#Covid19 is everyone’s fight. I have covered major disasters, but nothing like this before."" 

@fabeha_monir, a vi… https://t.co/q3f9kP8rsq",['Covid19'],Twitter Web App,FALSE
Chris Latham. 🌹👍🍺🎶🏖️😃⚽,"Liverpool, England","Wed 33 yrs, fab wife❤️, 2 funny daughters, father-in-law, EFC 💙,Catholic, grandad to be, Beatles, still missing me dad. Play the ball and not the man",16/11/2015 20:30,273,847,6779,FALSE,25/7/2020 12:24,"@Haggis_UK “I think the government has hugely overestimated the danger of the disease”
I wonder if he’d be brave en… https://t.co/gWJc6nUKqo",,Twitter for iPhone,FALSE
John Dalton 🇬🇧💔🇪🇺,A country run by arseclowns,"We need to fight for liberty and for the institutions guaranteeing democracy, the rule of law, human rights and protection of minorities",31/5/2012 12:03,3051,4069,30527,FALSE,25/7/2020 12:24,"By the time you see a spike in #Covid19 cases, it isvery hard to reverse it without drastic lockdown. By the time y… https://t.co/A3S4AK3JH4",['Covid19'],TweetDeck,FALSE
Dr John Stanton #ClimateEmergency #ScotlandXr,"Edinburgh, Scotland",Formerly of Brighton,1/5/2015 18:04,126,199,8893,FALSE,25/7/2020 12:24,@realDonaldTrump @WhiteHouse See what your #political games with #Covid19 have achieved? This is not only shameful… https://t.co/JXvuzUqwfC,"['political', 'Covid19']",Twitter Web App,FALSE
Cholderton Farm Shop,"Cholderton, Wiltshire, SP4 0DR","Cholderton Farm Shop & Café, Cholderton Estate, Cholderton, Hampshire, SP4 0DR 01980 629894 https://t.co/GEAcHP87hU",12/12/2011 15:50,221,177,129,FALSE,25/7/2020 12:24,Hi long time no see...... In preparation for us reopening we have been doing our homework and some...... #clean… https://t.co/GjEe5w9uY2,['clean'],Twitter Web App,FALSE
Lil T - Spread One Love 🇨🇦,,"Music. OneLove. Proud Over 30 Unicorn, Girl Love Supporter. Bawse IVIVI. A happy heart is my goal. Timesup on Violence Against Woman",14/4/2017 2:34,71,209,3493,FALSE,25/7/2020 12:24,@theJagmeetSingh @MatthewGreenNDP you took money at the beginning of the pandemic from woman front line workers who… https://t.co/NXYIA38Rj6,,Twitter Web App,FALSE
Maribeth Doran,San Francisco,"Proud to be Irish American. Passionate about Wine, Food, Music, Friends, Tech, Green Bay Packers & SF Giants. Formerly tweeted as @ClineCellars",6/4/2009 16:43,1697,2210,1778,FALSE,25/7/2020 12:24,"How Ireland built its COVID-19 contract tracing app, which is so successful that U, S. states want to use it… https://t.co/f0DavA6psh",,Twitter for iPhone,FALSE
Sales & Business Coach: Rakesh Sharma,"New Delhi, India","Hi, this is Rakesh Sharma from Prime Performance Solutions. We are your business growth partners. Connect with us to take your business to the next level.",6/1/2013 12:50,41,0,2,FALSE,25/7/2020 12:24,"Rakesh Sharma best business Coach in India
Website: https://t.co/oG44LxC2Gg
#salescoach
#BusinessCoach 
#salesforce… https://t.co/GkipPLJMX9","['salescoach', 'BusinessCoach', 'salesforce']",TweetDeck,FALSE
Philip Morris,,"independent, ideologically and financially, unaligned but not uncommitted; loathe religion, love God, follow Christ not a Church",27/8/2014 22:17,229,354,75,FALSE,25/7/2020 12:24,"Think the link between 5G and #COVID19 is the stuff of loony conspiracy-theories?
Think again: this screen-shot is… https://t.co/UFXNtHGa7L",['COVID19'],Twitter Web App,FALSE
New Straits Times,Malaysia,"News, views and up-to-date reports from Malaysia's premier news source. All that and more at https://t.co/S8jbx5pMaF",9/7/2009 9:04,716342,411,874,TRUE,25/7/2020 12:24,"#NSTworld There will not be a #NationalDayRally (#NDR) this year, due to safe distancing requirements as a result o… https://t.co/XJMZjyPCrn","['NSTworld', 'NationalDayRally', 'NDR']",TweetDeck,FALSE
Martin King,London,Human 'I aim to misbehave',16/10/2007 20:14,1799,74,5674,FALSE,25/7/2020 12:24,The cost of preventing further pandemics over the next decade by protecting wildlife and forests would equate to ju… https://t.co/8yqpH3GrLf,,Twitter Web App,FALSE
Merci,,JW / Biochemist / art lover,22/6/2019 10:43,307,485,3386,FALSE,25/7/2020 12:24,"Learn new things during this period 
2d and 3d animations training ongoing...
Click the link below to join the What… https://t.co/lLovm5cWPi",,Twitter for Android,FALSE
National Herald,"New Delhi, India","National Herald—founded in 1938 by Jawaharlal Nehru—is a news website and weekly newspaper with a focus on people, governance and current affairs",27/6/2014 5:46,99381,315,333,TRUE,25/7/2020 12:24,"2,000 women lawyers write to #AmitShah seeking 5 Lakh Loan per financially drained lawyer.
#COVID19 #Coronavirus 
https://t.co/JEjVTeCjEn","['AmitShah', 'COVID19', 'Coronavirus']",TweetDeck,FALSE
MAX,"LONDON,UK","Presenter/Journo/DJ Love working and playing in both the film x music world, ENJOY over on https://t.co/PcnaekQ7sZ 💁🏽‍♀️💜 contact : Management@FlipYourWig.net",8/3/2009 8:11,73317,1704,5818,TRUE,25/7/2020 12:24,I literally am using my own head to make decisions on safety from #COVID19 as government are creating the most conf… https://t.co/Kji4e3yBty,['COVID19'],Twitter Web App,FALSE
Senator G Craughwell,Dublin Ireland,Independent Senator & member of the Labour Vocational Panel of Seanad Éireann. Opinions expressed here are my own and only my own. RT is not an endorsement.,25/1/2013 8:13,9623,9494,27038,FALSE,25/7/2020 12:24,OK I'm angry now. I cannot believe the stupidity there is out there about #COVID19. This virus kills. How many must… https://t.co/kNBiYfPTXB,['COVID19'],Twitter for Android,FALSE
UmaDlamini,"Durban, South Africa","No Excuse for Gender Based Violence❎🚫
Scorpio: Up and Coming Fashion Designer: A Diamond💎 in the Sky But down to Earth!",2/7/2020 22:11,712,87,121,FALSE,25/7/2020 12:24,"#DurbanJuly  It's that weekend Y,all... It's a pity that this year we are facing #COVID19 and we can't go in person… https://t.co/k451xx2Ynv","['DurbanJuly', 'COVID19']",Twitter for Android,FALSE
ROMEO 🗯️,"Kwa-Thema, South Africa","without commitment you will never start.
without consistency you will never finish.",6/4/2018 18:21,1666,2204,201,FALSE,25/7/2020 12:24,Let's give it a try #alreadyvideo #COVID19 #HurricaneHanna https://t.co/2HChuAfNHy,"['alreadyvideo', 'COVID19', 'HurricaneHanna']",Twitter for Android,FALSE
Safiy,,"Detroit life. Creative Beast, Animation, Visual FX, Motion Graphics, Graphic Design. I create things  https://t.co/uegeirJv7M",18/11/2019 16:27,9,33,42,FALSE,25/7/2020 12:24,Shout out to Earth. Hands down the worst reaction to a “emergency” I’ve ever seen. The Lottery never shut down and… https://t.co/wLGZ8wHymT,,Twitter for iPhone,FALSE
TNCoronaUpdates,"Chennai, India","Data Analyzer |  Stay Connected For All Official News Regarding TNCoronaVirus #CoronaVirus / #COVID19 #TNCoronaUpdates
#TNCorona #CoronaVirusIndia #COVID19India",9/4/2018 16:00,6601,24,22269,FALSE,25/7/2020 12:24,"#TamilNadu | #COVID19 |  25th July

●  TN - 6,988 (Highest Spike)

●  Total Cases  - 2,06,737

●  Chennai - 1,329… https://t.co/BFYb3AHGBi","['TamilNadu', 'COVID19']",Twitter for Android,FALSE
CraigBrigham MebaneNC #864511320 #GoodTrouble,"Mebane, NC","Fmr Army Security Agency, Meritorious Service. Democracy, worst form of Government except...Winston Churchill. My #GOPBetrayedAmerica #PsychopathsAndpSycophants",8/5/2019 14:11,77,676,1542,FALSE,25/7/2020 12:24,"@WLOS_13 @wcti12 @thecw22 @myrdc @ABC45TV Please tell us you not going to run that Qanon conspiracy
theory (banned… https://t.co/bYOIITE5kh",,Twitter for Android,FALSE
The GAA,Ireland,Gaelic Athletic Association/Cumann Lúthchleas Gael is a 32 county sporting and cultural organisation that has a presence on all 5 continents E: info@gaa.ie,13/11/2009 13:40,398260,150,2864,TRUE,25/7/2020 12:24,You can all #PlayYourPart in the fight against #Covid19.  We’re all #InThisTogether. Cavan Ladies Footballer Aishli… https://t.co/JtU6MDq2tl,"['PlayYourPart', 'Covid19', 'InThisTogether']",Twitter for iPhone,FALSE
RumpusGuy64,Cardiff,"N64 geek, craft beer w*nker, foodie (@eatcardiff_eats), @cardiffcityfc fan, wannabe DJ (@lilobillmusic), average golfer. Love a GIF.

All views someone else's.",7/1/2010 13:46,170,724,11790,FALSE,25/7/2020 12:24,The Egyptians ain't got shit on this. #COVID19 https://t.co/kl5lzOJaxO,['COVID19'],Twitter for Android,FALSE
VideoChinaTV,Beijing,A window brings a real China to you via videos! VideochinaTV is established by China Intercontinental Communication Center.,13/7/2015 1:57,355,202,256,FALSE,25/7/2020 12:24,"Voices from the Belt and Road: COVID-19 rap song alerts to needed precautions when returning to work
#beltandroad… https://t.co/O39NmfUDmc",['beltandroad'],Twitter Web App,FALSE
Kollywood Arena™,Cinema Junction,"Tamil cinema ❤ and Day to day ongoing Intresting Updates ||
Do follow and support 🙏 us For Instant Updates 😊",13/5/2020 16:09,28,164,196,FALSE,25/7/2020 12:24,"PR :  @VishalKOfficial and his father Mr.G.K.Reddy tested positive for #Covid19 15/20 days back..

While #Vishal 's… https://t.co/CSXEqIWtig","['Covid19', 'Vishal']",Twitter for Android,FALSE
Habitat For Humanity Texas,"near Austin, Texas","Our mission: Seeking to put God's love into action, Habitat for Humanity Texas brings people together to build homes, communities and hope.",15/10/2012 14:03,876,777,1640,FALSE,25/7/2020 12:24,"Not only is the area about to be hit by #hanna a #COVID19 hotspot, but Hurricane Harvey work is ongoing. Still.","['hanna', 'COVID19']",Twitter for iPhone,FALSE
Thomas Faires,"Toronto, Ontario, Canada","...yup, still a husband, vegetarian, computer doofus, and painting again... brush in hand, once again!",14/4/2011 12:36,738,143,28004,FALSE,25/7/2020 12:24,"1.28% of the U.S. population is infected with Covid-19 
#COVID19 
#TrumpVirus 
#MaskItOrCasket","['COVID19', 'TrumpVirus', 'MaskItOrCasket']",Twitter for iPhone,FALSE
adventuresbydad,"Rochester, NY","Family travel advice from Dad's point of view. PhD in neuroscience. Member #NATJA, freelance contributor to Lonely Planet, FamilyVacationist, & more",12/12/2011 20:36,7657,329,25913,FALSE,25/7/2020 12:24,My latest on #FoxNews - #COVID19 keeps Wish Children waiting as #WaltDisneyWorld re-opens. @GKTWVillage unable to b… https://t.co/jXCXwifFTb,"['FoxNews', 'COVID19', 'WaltDisneyWorld']",Twitter Web App,FALSE
😎HolmesJN✊🏀🏐⚾️🌊,,I am not the tolerant left. I'm the sick of your racist bullshit left. Triggered snowflake gop can kiss my ass. @zelley artwork. I cuss a lot. you're warned.,22/1/2020 14:28,452,1025,16943,FALSE,25/7/2020 12:24,@Prof_Wombat @vickihickory @ROhsolovely @realDonaldTrump Imagine thinking your toddler-in-chief didn't ignore it ja… https://t.co/MtM8ESVchV,,Twitter for Android,FALSE
Ardi Pulaj,,"Journalist and News Anchor @topchanneltv, #BBC freelance correspondent, #PR & #marketing expert; an avid #traveler and #foodlover VIEWS ARE PERSONAL",18/4/2009 14:49,878,718,1217,FALSE,25/7/2020 12:24,.@headout with a dashboard to boost post-#COVID19 #travel https://t.co/0gnRgqvLlh,"['COVID19', 'travel']",Twitter Web App,FALSE
Dr. Miguel Escalon,"New York, NY","Miguel Escalon, MD, MPH: Vice Chair, Director of #ICURehab & #PMR Residency Program Director at @MountSinaiRehab. Boarded in #TBI & #SCI. Tweets my own. 🇸🇻",16/10/2017 19:50,1299,994,2743,FALSE,25/7/2020 12:24,"#coronavirus #COVID19 disproportionately affecting communities of color, especially #Hispanic #Latinx ones in my ho… https://t.co/01gV4rcK1u","['coronavirus', 'COVID19', 'Hispanic', 'Latinx']",Twitter for iPhone,FALSE
Youth Deliver,,Young people are shaping a gender-equal 🌎 It’s time to follow their lead ✨ Women Deliver provides training and opportunities to amplify youth advocacy 📣,9/7/2012 7:17,9004,1144,2718,FALSE,25/7/2020 12:24,"As debates ensue about reopening schools 🏫 amid #COVID19, @WomenDeliver Young Leader @olorunisola8 of #Nigeria says… https://t.co/EGkaAKXGym","['COVID19', 'Nigeria']",Sprout Social,FALSE
EY Manufacturing,Global,"EY's #AdvancedManufacturing sector - #IndustrialProducts, #Chemicals, Auto #OEMs, #Aerospace & #Defense - delivering global solutions to improve moving goods.",12/11/2018 12:46,562,173,116,FALSE,25/7/2020 12:24,"Companies must protect their workforce’s physical and mental health during the crisis. The use of smart technology,… https://t.co/uExGQbwx1I",,Sprinklr,FALSE
Baroda Mirror,Baroda,Barodamirror is specially designed multitasking website of Baroda. You can get any information related to Baroda from a Click or a Call.,26/4/2012 10:26,3177,429,58,FALSE,25/7/2020 12:23,"Today's cases:  92
Total cases: 4102
Today's sample: 602
Today's cured: 45
Total cured: 3233
Today's death: 2
Total… https://t.co/tmrdKOWoma",,Twitter for Android,FALSE
Tango Kweenda®,,Life is worth living than just existing.,15/5/2012 18:57,173,785,1315,FALSE,25/7/2020 12:23,"#DrKawana, Minister of Fisheries and Marine Resources, what’s the hold up now? Please release announce the names of… https://t.co/WurEtJyKGX",['DrKawana'],Twitter for iPhone,FALSE
🎹 Franz Schubert,Новоро́ссия,"🎼  #Новоро́ссия #Novorossiya #оставайсядома #STAYatHOME Polymath, composer, English.",19/3/2018 16:29,1180,1071,1287,FALSE,25/7/2020 12:23,Highest ever number of new cases yesterday #coronavirus #covid19 #STAYatHOME https://t.co/oovQrvMviY,"['coronavirus', 'covid19', 'STAYatHOME']",Twitter Web App,FALSE
Solitary,,"You don't need to look for me I am right behind you ! Rts don't necessarily mean endorsement, - views are entirely personal - Life's a Para Para Parody Alert",29/9/2012 11:39,127,382,36,FALSE,25/7/2020 12:23,@eldiablo0786 @outercircles @RedMajid @A34SafetyAction @BrumLeader @elaina22475794 @CllrMajid @AKAsusangreen… https://t.co/AkiidjpCpe,,Twitter for Android,FALSE
Mike D,"London, UK",Interested in the rise and fall of civilisation.,31/1/2020 17:24,1294,1863,38620,FALSE,25/7/2020 12:23,"@toadmeister Yes, evidence has increased. Plus early WHO guidance was due to the global PPE shortage - priority to… https://t.co/Emdvdhx9Nw",,Twitter Web App,FALSE
Public Health is the Economy,"Sarasota, FL ","All the marketing or growth hacks in the world will never fix poor product quality, lack of engagement or a shoddy customer experience",12/8/2016 20:39,10874,7330,488878,FALSE,25/7/2020 12:23,@bubbaprog 350 school employees exposed to #COVID19 in Manatee County schools over the summer https://t.co/GxiYb61ay0,['COVID19'],Twitter for Android,FALSE
Michelle Dunning,"Wales, United Kingdom","Primary Care Service Manager working in North Ceredigion. Bevan Exemplar (VIPAR Project).Tweeting to connect, share and learn. Views my own.",9/1/2018 13:02,543,970,16055,FALSE,25/7/2020 12:23,@BenJamesPhotos Italy #BenPC  #LOCKDOWNPHOTOCHALLENGE #COVID19 https://t.co/27jyDBhbMc,"['BenPC', 'LOCKDOWNPHOTOCHALLENGE', 'COVID19']",Twitter for Android,FALSE
Ashley Amanda Finley,"Oshawa, Ontario",,28/4/2020 3:23,5,11,21,FALSE,25/7/2020 12:23,"Cum Check It Out. Ill DM You Nudes!
https://t.co/93MX6QIvAS
#onlyfansbabe #ihaveajoke #onlyfansgirl #alreadyvideo… https://t.co/VHgsyRMeiM","['onlyfansbabe', 'ihaveajoke', 'onlyfansgirl', 'alreadyvideo']",Twitter for Android,FALSE
Jasmine,Universe,"Nature is beautiful, lets save earth.",11/2/2020 1:46,2181,1928,25969,FALSE,25/7/2020 12:23,"If CM of Madhya Pradesh is tested positive for COVID, then Scindia should also be tested for #COVID19.",['COVID19'],Twitter for Android,FALSE
The AssarV10 Team™©,"California, USA",The AssarV10 Team™©,23/12/2015 7:40,2565,779,9732,FALSE,25/7/2020 12:23,Four mayors reflect on their evolving response to the coronavirus pandemic https://t.co/TMqFfkPjcC  👈 click the lin… https://t.co/ZmqzTU7Nsv,,assarofficial,FALSE
Livemint,India,"Breaking news and analyses of Indian and world business, economy and politics from Mint.",27/11/2008 9:07,1902888,117,472,TRUE,25/7/2020 12:23,"Bihar witnesses biggest single-day spike of 2,803 new #Covid19 cases

https://t.co/zTPksALE7T https://t.co/979SPKzt3w",['Covid19'],Twitter Web App,FALSE
